content,label
真要命，感觉老有外星生物要侵入地球是的！,30
昨晚梦见疫情爆发，我也被叫回临床处理病人，睡了精神紧张的一觉,79
多吃阿胶，有利于抵于感冒，有利于抵于冠状病毒,50
新型冠状病毒阻止了我去海南的脚步,44
为什么不支持退票？这时候去看电影不是给疫情添乱吗,53
以为快递停了即将迎来实体店短暂的春天，又来个冠状病毒,52
新型肺炎搞得我过年不敢去看电影了，人多的密闭空间,49
最近冠状病毒闹得沸沸扬扬，有了孩子之后真是更加害怕了,49
请大家一定做好防御措施，安全回家过大年！,50
所以病源防不胜防，还有，发国难财的你们良心不会痛吗,46
新型肺炎病毒赶紧消灭吧，就怕感染了上不了班，花呗不能还,49
真的很敬佩钟南山院士，真的，伟大,34
口罩为什么原地涨价了？摔，这算是发国难财么？,47
希望能得到有效控制，大家最近都注意身体多吃水果蔬菜,51
温馨提醒：勤洗手多通风多晒太阳出门戴口罩,50
朱一龙和他的粉丝是要死么，在这个疫情档口买营销买热搜吃人血馒头,46
好慌，希望只是一个小肺炎，大家一定要带好口罩,55
很好！大过年，我这熬着日子等卸货，苦不堪言的！,10
猪牛羊鸡鸭鱼这些还堵不上你们的嘴吗？非要去吃野味，是真的头铁,46
口罩淘宝涨价，可以，发国难财,46
不知道谁编的吸烟预防冠状病毒感染憨批言论？饮鸩止渴,46
海南现在全国各地的人都有，我有点害怕,49
在病毒面前希望人人都做好防护措施，愿大家都平安,51
喜欢吃野味儿的人真是麻烦你自己在深山老林里吃个够别出来祸害人了,46
准备好了出门自驾，却出现新型冠状病毒肺炎，今年的行程取消啦，在家修身养性,1
武汉所有的职能部门，不深刻严肃地检讨自己的？！,47
会延迟开学吗,47
别的不说，口罩销量蹭蹭上涨,45
周围的人开始买口罩，我慌了,55
为什么没有说疑似被感染要怎么做？,47
今天调入隔离病房，心态差点崩了几次，你不是医护人员，你体会不到那种心情,49
希望早点遏制住！医护人员太伟大了，希望一切快点好起来,51
高鸣聪告诉她在北京的大舅，为了防止武汉肺炎，在北京尽量不要呼吸,50
口罩简直太贵了，没买到口罩买了这个类型的，据说比口罩还好,57
学校怎么不通知延迟开学呢！本来票也没买到啊啊啊啊啊啊赶快通知,78
列车上的这些大哥大姐们，咳嗽还不戴口罩，也不掩住口鼻。,57
早上看到消疫情又升级了。心堵得慌。赶忙提醒马上要坐火车的父母。让她们买口罩戴,11
可怕的冠状病毒，戴个口罩给自己点心理安慰,5
再说一下，熏醋、抽烟、放炮、板蓝根等邪门儿路数在疾病防控方面基本就是笑话，别折腾这些了,50
封城呗不让进不让出武汉，闷到里面互相毒哈哈哈哈哈,54
武汉的病例绝对比爆出来的数字要多的多，外省市去了武汉都感染上了。,30
在纠结要不要买口罩，主要原因口罩丑,29
建议一月份去过武汉的人，回家主动隔离观察，尽量别出门，戴好口罩。,2
耳朵不能承受之口罩，戴着真难受,6
今天老付出门戴口罩了，我感到很欣慰,67
我害怕了，明天戴口罩上最后一天班吧。聊胜于无,49
今天的股市比疫情还崩，祈祷有个好心态，和时间做朋友,18
据你了解，那些吃野味的人，都是出于什么心理？,47
幸好昨天下单早，口罩都脱销了,56
啊？医生被传染了？好可怕,49
看到老表们都戴着口罩，安全从粤抵赣松口气的我，立马又掏出口罩,5
一些人平日里说医生是服务行业，这会儿意识到了吧？,46
旁边的人打个喷嚏，我都怀疑会感染新型冠状病毒，真的太可怕了,49
我觉得那些发烧的，应该有自知之明，出门戴口罩，尽量少出去,50
过年了大家都注意一下吧，春节的旅行感觉要取消了,50
临近过年人少了很多。加上现在这个新型冠状病毒，人就更少，搞得我心慌慌的,11
这几天嗓子有点疼，练车还总在农业批发市场，一想到武汉肺炎就些许惴惴不安,4
医生真的不容易，想起最近的几条新闻，不知道说什么好，请尊重他们一点吧,8
是不是觉得现在人们都关注疫情没工夫管你，你快发个道歉信？,80
搞不懂那些吃野味的人咋想的，难道鸡鸭鹅猪羊它们不香吗,46
换上口罩，我要去超市了，,44
湖北省内其他市没有发现吗？按说过年期间从武汉回老家的还是省内的人多呀,47
我作为一个民航一线从业人员，想呼吁一下局方是否可以给各个航司做出引导,8
要去武汉高铁站再转车，不在武汉市里吃住，这样子我要不要害怕啊,47
不要出门，出门戴口罩，不生病的人真的不知道生病的人多难受,6
没有人觉得钟南山院士和刘海镇迷之相似吗？,47
我就想知道，那些市长开会一副不紧不慢好像无所谓的样子是要闹哪样,46
你一韩国人，怎么那么喜欢在渣浪买人设,53
之前买的口罩的口罩嫌太垃圾差点扔掉。现在看看，万幸万幸,56
我就想问一下，现在有点钱的人是不是都没地方使？，吃什么野味啊,46
我们中国人要过大年了，顽固的阿冠大大你赶紧走吧,50
看这些个通知的走向，新型冠状病毒的传播途径是老鼠？,47
大家在这种关键时刻，什么洗浴中心，泡澡的，搓澡的，蒸的地方都不要去了,8
大家出门记得戴口罩呀，我就不出门了,3
一大中午起来真的让人心情很糟糕,19
深圳市民最惜命了，今天早上出门大部分人都戴口罩了,16
前有疫情，后有屠刀，医者治病，病者杀医，难道不该设立安检吗？,53
新型冠状病毒来了，你还不了解他吗？,17
网友：网上说武汉出现了新型冠状病毒肺炎？武汉人民：啊？你问我做菜放没放盐,54
这次的肺炎好严重啊！大家尽量不要去人多的地方，出门一定要戴口罩啊,50
冠状病毒肺炎来袭，赶上流感高发季和春运人口大流动，你准备好口罩了吗？,47
别吃野味，别砍医生，行吗,46
年惨烈的教训，有没有换来中国社会应有的进步？,47
喝板蓝根和熏醋可以预防武汉肺炎？辟谣：不可以,70
新型冠状病毒赶上春运大迁徙，好可怕！,49
今年过年，送礼送什么既体面又有心意呢？，口罩？,47
春节想出去玩，机票酒店都定好了，结果冠状病毒爆发了,52
疫情我解决不了，只能不给国家继续添麻烦，好好待在家，追剧不可以么,1
为什么吃野味?图它不洗?图它寄生虫多?，医务人员好辛苦，吃野味判刑吧,46
真得逼爸妈戴口罩，无所谓的态度真的气人，赶快预防起来,46
己亥年快年尾了，又是疫情，又是伤医事件，太扎心了。,35
青岛的小伙伴们一定要注意安全，没事别瞎溜达了，出门要戴口罩啊,22
也是醉了，去了两家药店都没口罩卖，美团一下单就库存不足，口罩了,52
时代在进步，病毒也在进步。,48
鄙夷爱吃野味的人，南方的一些饮食文化让人觉得是活在古代的蛮夷之地,46
在疫情这个节骨眼上感冒了，我害怕极了,49
谢谢你医生！让我们为武汉医生祈祷,9
新型冠状病毒肆虐的同时看到陶勇医生的新闻深感痛心,71
最近冠状病毒的事已经严重影响我去北京的行程了。,46
全国都因为肺炎搞得人心惶惶，只有武汉人没把它当会事,54
一句话，向所有医生致敬！希望所有人，都能够顺利度过这段时间！,42
最有文化的业余运动员，我们的钟南山院士,34
戴口罩出门后发现外面就找不到除了我之外的第二个人戴口罩了,52
该死的武汉肺炎！大过年你出现个球,46
新型冠状病毒好可怕，医护人员都不能幸免被传染，保护好自己,49
肺炎疫情来势汹汹，只有曝光在阳光下，才能杀死它,2
我真的看直播一直很想感叹，钟南山院士为什么可以看起来那么年轻？,47
太恐慌了，进医院都要测体温。快点遏制病菌吧,7
特意给我妈打了电话叮嘱这次新型冠状病毒的事，竟然乖乖听了我的话去药店买口罩,45
小老头，要平安回来哦,18
武汉肺炎令人害怕，不敢出门,3
今天带孩子们出去玩，预防冠状病毒从自身做起,50
非常真实的市场经济，这个时候按照教科书政府应该出动了呀？,53
感觉全国都戒备，武汉的老铁们一点不慌,54
昨天事情办完，好不容易有时间溜达玩玩儿，这个冠状病毒弄的我很恐慌,7
害呀，可我爸妈还是要坚持计划去杭州,57
别去吃野味。爆发起来挺严重的，一定要记住。别去吃野味,22
二例在嘉定？溜了溜了，我这样的弱鸡感染上必死吧,49
大街上的黑色口罩都换成了白色，群体的共生愤怒又再次退回到个体的初生诉求，什么魔幻世界,57
钟南山真的有84了吗！天哪长得也太年轻了吧！,45
新型肺炎，纠结，在纠结带着丸子妞长沙之行要不要取消,29
和家人说起疫情他们似乎都觉得疫情离我们很遥远，完全没有意识到事态的严重性，焦虑,62
广州行早就提前订好弄好，来这么一出，去还是不去呢？,29
用冠状病毒抖机灵写的段子真的一点都不好笑,46
每次疫情爆发都是这批人吃野味，什么时候死绝啊,46
大家勤洗手出门戴口罩，注意安全哦,50
想想这次疫情与两次轰动的砍医生案相撞，还挺讽刺的,14
一想到新型冠状病毒，外面的东西都不敢吃了，我太难了,6
我的天呀，真的越来越严重了,48
成都也有疫情了，天天出入医院的我好慌,55
过年不打算出门，一是因为外面疫情挺严重的，二是因为我胖的快爆炸了,3
太可怕了，今天出门忘记戴口罩吓得我用手捂着鼻子和嘴走了,49
武汉肺炎现在闹得可凶了，回家没几天就感冒了的我现在在家瑟瑟发抖，哪都不敢去了,49
前两天还在搜武汉旅游攻略的我瑟瑟发抖，今年过年不宜外出,48
武汉人带着新型冠状病毒来到东北了，你们怕不怕！评论不许骂,46
昨晚上淘宝搜了搜口罩，才发现家中的存货就是，开森,56
其实疫情真的很严重，每次总结的时候都告诉人们别啥都吃，可人们忘性太大！,46
要么出个规定：医闹或吃野生动物者入狱服刑吧,2
上网的年轻人人人自危，不上网的老人家在家里切猪肉做腐卷,54
刚订好年后飞成都的机票，就收到了四川疑似病例的新闻,52
春节在家老实呆着吧，武汉的朋友们，你们还好吗？,47
这次疫情撞上春运，突然有种不祥的预感，这次任务可能比想象中还要艰巨吧！,48
感谢命运让我上车前买到最后一只口罩,9
另一个同事说昨天挨砍今天早上就出来给人看病的大夫是摆拍，真想骂他,23
作为一个小小小小小医生，有迷茫有害怕，更有责任有义务,14
怕死，把过年出去玩的机酒全退了，悲伤了，希望赶紧控制住疫,63
回到武汉，戴上口罩，也不敢出去人多的地方了，好怕,49
坐我旁边的妹子在咳嗽，怕死的我一直往窗边，难搞哦,57
大楼里有因为疑似武汉冠状病毒被隔离的人，搞得大楼里人心惶惶,37
感觉武汉应该封城才对大家都负责吧,2
大年初一回家的票，来势汹汹的疫情，还能回去吗？,47
面对新型冠状病毒，不用恐慌，但也要注意防护,50
武汉中转，回家就感冒了，哎，我自己把自己隔离吧,21
才想到肺炎潜伏期这回事，我怕了,49
楼下药店抢口罩了，来买外科口罩，意外的抢到了口罩，最后两包,56
人人都在谈冠状病毒，吓得我都不敢去食堂吃午饭了,49
武汉华南海鲜市场这么多野生动物贩卖，当地政府早干嘛去了？,46
口罩断货了，这种跑了几个店才买了6包,10
狗比因为最近的冠状病毒都不和我出去玩了，算了我老老实实待在家里吧,1
戴好口罩，我就纳闷那些键盘侠怎么想的,46
武汉的药店对买口罩的不刷医保卡，这属于趁火打劫吧，管理部门是不是管不过来了？,46
还不封武汉！等到病毒大爆发的时候再封？,46
叫我爸必须戴口罩，他回：中年男人出门戴口罩会被朋友们歧视的，这什么戆批群体,46
家里开药房自己都没有口罩，口罩都不是我的,57
全国都应该禁止吃野味，不作死就不会死,46
今天挤高铁回家真的是心慌慌，希望大家平安,11
全部来自武汉，建议武汉封城，全面管控人口进出，否则年后真的不敢想象,2
我们这里目前还没有，不知道后面会怎么样,47
今年第二次退了去远方的票。计划永远赶不上变化,57
想问下大家，家里养的牲畜能吃吗？,47
打消了我爸过年出门玩耍的计划，票全退了，小命重要,41
感觉人类等不到世界末日，就会自己被自己搞到末日！,54
84岁的钟南山院士挂帅，真心酸,6
今年央视春晚怎么办？会不会体现一下武汉肺炎？,47
武汉人到底吃了啥野味？热干面不好吃吗,47
谁能想到我昨晚一直在想这次疫情忧国忧民到失眠了,25
可怕，感觉疫情越来越严重了，,49
感觉现在已经不亚于当年非典了，政府还要安抚人心都什么时候,46
政府什么时候下命令像当年非典一样禁止出行啊,47
明天就要送男朋友去前线了，蓝瘦香菇。,35
微博上的人态度越来越有意思了,54
我感觉就那种恶性医闹的，光是死刑太便宜他了。,46
前头医生们还在为控制疫情奔忙，后头禽兽们还高举起砍刀，这是什么魔幻中国魔幻世界,46
谁敢在封闭的、开着暖风的、黑暗的、坐满人的影厅里待两个小时？,47
在武汉经停，回家先自我隔离两天叭,21
掩盖真相，等到疫情爆发才只好捅破，这是最大的散播谣言,46
武汉人民待在家里吧，没事别出去溜达了,50
感谢歌儿帮我代购口罩，万分感谢，广州的药房货架空空了,9
这个新型冠状病毒搞得我过年不敢出去旅游了，好害怕，晕倒了,49
哪有什么岁月静好，只不过有人在替你负重前行,14
向所有非紧急避难人员致敬，你们是这个国家的中流砥柱。,42
不信谣不传谣，出门戴口罩，多晒太阳多补维生素，做守法好公民,50
看了一上午的新闻！现在腿软，,4
这个年过的不安生，回家，年后疫情要是爆发，就在家办公,27
前一秒看到钟南山院士冲到前线，后一秒刷到医闹，可真是，,35
过年回老家，谁和我提野味，我就和谁急,46
吃吧，果子狸好吃咋不继续吃啊，恶心,46
看到了至此终年，看的时候好为顾老师难过,19
我就在成都地铁上，马上要回南充了，想先去药店买一打口罩，心慌,11
这新型冠状病毒也太可怕了，不要约我出门了太恐慌了搬个麻将机回家搓,3
武汉肺炎倒是让我看到了一大波网络傻子，笑哭了,54
武汉最近肺炎严重，建议大家不要报考武汉的大学，尽量选择其他院校,2
把这个话题删除吧！这个话题是断章取义,46
听说保定发现了一例感染者，真的假的？好怕,48
我要好好活下去，我这么美我不能死,63
始于非典，终于冠状，再见17年！,14
对待疫情最佳的情绪就应该是恐慌啊，恐慌是拯救更多人的工具，恐慌才会让人戴口罩,5
现在武汉哪里还可以买到医用外科口罩？,47
分享一下，能买到口罩尽量买，不能的话普通口罩也好过不戴,5
工作第七年好不容易年班终于可以排我休息了！结果新型冠状病毒来了,52
太可怕了我想离开武汉离开汉口,49
心里五味杂陈、给老妈打电话，停顿了半天才回复我，安全第一、不要冒险,6
朋友圈关于病毒性肺炎的文章从昨天晚上开始刷屏了，终于引起重视了,67
有一大波赚黑心钱的人，再加上故宫事件，真让人寒心,74
回来第一天就聊女朋友问题，嗨，要不是北京疫情加重我真想回去,10
最近武汉的肺炎，人心惶惶，有正当说服自己的理由不回家啦,56
呃呃呃和武汉大学生亲嘴了，我冠状了,48
从此拒绝吃野味了，全部拒绝，非保护的也不吃,8
大连到底有没有啊，恐慌,7
被新型冠状病毒吓得不轻，原定的医院理疗都不敢去了,49
天啊造孽啊！过年还要去苏州，这到底去还是不去,29
好不容易安排了整整齐齐的家人春节旅行，因为冠状病毒不得不临时改变计划，桑心,52
劝说老人家出门戴口罩真是费劲,14
站好年前最后一班岗，无一例外今天出门都是戴口罩的，真心致敬那些医务工作,42
辽宁如果有疫情能不能晚点开学啊，担心孩子们,4
听说长沙确诊一例新型冠状病毒肺炎了，有点可怕,49
父母好像对这次冠状病毒感染不是很在意，觉得我小题大做，我该拿什么拯救这些落后的思想观念,10
慌的我只能发自拍了，出门一定要戴口罩啊,55
过年过节不愿意串亲戚应当怎样华丽而不失优雅的拒绝呢？,47
没有买到医用口罩和口罩，牙痛怕死也得忍着不去医院,28
疫情那么严重，退机票损失一大笔，长隆的门票还有不能退的，好烦啊,59
碰上疫情但看中西医十八般武艺结合也是一件很有趣的事情,54
所以潜伏期大概多长?，我看到有说十四天的，这未免太长了吧,47
春运回家的过程中，我不想戴口罩也得必须戴了，真是烦，又闷又热,59
我就是感冒发烧，我就是被传染了，我也绝对不会买这么贵的口罩，真香,28
挂个口罩价格疯涨七八倍，比病毒更可怕的是人,54
脑子是个好东西，希望你俩也有,54
还有很多青年才俊在路上，在努力奔向钟南山院士那一方，为什么要扼杀他们的梦想,46
商家真的会赚钱，国难财真好吃,46
武汉的学校这次会把寒暑假一起放了吗？,47
我他妈自己都不戴口罩，还不忘叮嘱你出门带个口罩我再主动和你发微信我吃屎去,15
能别吃野生动物了？作死啊人类？,46
钟南山院士已经84岁了，又一次冲在抗击疫情的第一线！你还有什么理由不努力,53
肺炎疫情凶猛，别吃野生动物了！,50
看这几天的热搜气的我直掉眼泪,26
同事的爷爷已经被确认是新型肺炎，同事也没来上班了，我有点慌,55
我家这个小县城，大药房里居然也开始为口罩疯狂铺货了,45
目前最有效的措施——远离武汉来的人,2
可以考虑武汉封城了吧，要闹成什么样？当年非典大城市都封了,53
有一说一，正经国难财真的好赚。看看这口罩的价格的差异就知道了,46
医护人员一直都是保护我们的白衣天使，把多少人从生死线上拉回来，对他们好点，好吗,50
南京的同学们出门都戴口罩行不！必须戴,50
口罩的口罩都卖光了，来个简易的口罩戴戴。怕了,49
世界人民认为中国是疫区，中国人民认为武汉是疫区，武汉人民认为汉口是疫区，汉口人民呢？,47
年饭都改在家里做了，除了当肥宅养我的双下巴，我别无选择啊,12
作为武汉回来的大学生，午饭时听我妈说刚刚有医生来问我有没有感冒发烧,48
早在114年前，鲁迅先生就指出学医救不了中国人,54
谁能告诉我这个病到底能不能免费治疗？,47
作为普通人，远离传染源就是最好的预防,50
公司说回武汉过年的年后先不用回来上班了，工资照发，等疫情后再回来，被感动到了,32
幸好平时也比较宅这下更不必出门了,56
还有去武汉旅游的人吗，已经订了去武汉的车票，旅馆，不知道该不该去,29
我想辞工不干了。商场人太多了,48
好了我从武汉来的，你们都离我远一点,50
口罩已备好，还没回家的我涩涩发抖呀,48
历次庚子年都有大事发生，冠状病毒应该只是一个开始,13
说实话，我觉得挺失望挺无力的,35
脸大戴口罩真的难受,6
自己一个人过年是什么体验？,47
不是怕死，死了也就一了百了。怕被传染，怕拖累别人，怕晚节不保,49
看了一上午这话题，有点紧张。刚刚电梯里一大哥不停的咳，我愣是憋了20多层楼的气,79
一天不看微博就出现了口罩，现在感冒咳嗽啥口罩也没戴，害怕自己要死了,49
出门看到很多人都自觉戴口罩,67
出门戴口罩，在家吃燕窝,77
昨天陪我得肺炎的侄子在医院玩了半天，我现在大概是潜伏期了,13
正在搭从北海始发的动车，车上很多乘客咳嗽，慌得一批,55
因为新型冠状病毒不能放假回家过年了，第一次在医院过年,75
之前只有几十块钱的口罩，现600多到700多不等，这财发的忒不厚道了吧,46
但是老一辈非要吃野味，我们作为小辈，是劝不住的,57
管电子不停车收费系统的感谢管故宫的，管故宫的又要感谢武汉肺炎了。,54
现在的医患关系真是愈来愈畸形。,46
前有疫情，后有伤医，这个对比，太难过了,19
愿医务人员们都能痊愈，愿病痛远离每个人,24
年纪大了，就容易害怕。这个冠状病毒，我真是有点怕啊,49
低烧怎么就这么难退，还好我不在上海和武汉，要不然肯定会被隔离起来的,56
武汉人喜欢吃的野味有哪些？看新闻说这次疫情极有可能来自野味,47
公司楼下的口罩全部卖完了。我只能戴两个普通的凑合一下了。太难了,6
德不近佛者不可以为医，才不近仙者不可以为医。请善待医者！,8
真的魔咒一样的，今年还赶上冠状病毒搞得我开始方了,55
发现一种西瓜的新吃法，所以我现在想过夏天吃西瓜了,77
忽然发现家里三级不带呼吸阀的口罩成了稀缺货，看来还要省着点用了,4
要坐春运火车的我慌得一批,55
人类做错事，动物来报复人类。人类啊！自觉点，不自觉早晚遭殃死人,46
我也有点好奇，为什么总是从中国开始呢，是因为吃的太，广泛，了吗,53
我身边朋友还对这次流感不以为意，完全没放在心上,35
能自拍，证明我感冒好得差不多了，所以，活死人们，出门记得戴口罩,50
记得戴口罩啊戴口罩啊，结果自己一出门啥也没戴,5
肺炎啥时候才能控制啊，越来越严重了，本武汉边境人民瑟瑟发抖,49
吃野生动物是什么鬼，这么多年了一点长进都没有,46
三院到底有没有新型冠状病毒肺炎病人啊呜呜呜,48
我叫我爸妈多注意一点少去人多的地方，我爸说我怕死鬼,57
刚刚吃饭在家聊到了新型冠状病毒，然后我说着说着就被臭骂了一番,35
过年行程早都订好了，让这新肺炎闹的现在有点怕怕,48
江西有没有发现新型冠状病毒啊，群里面传来传去，吓死人。都没有官方出来解释么,47
国家太难了，不公布嫌不公布，公布了又嫌控制速度太慢。键盘侠都拿着键盘和手机上吧行,46
刚看前天加购的口罩卖600多了，靠疫情发国难财的你妈妈明年被刻在抗疫纪念碑上,46
过年去湖南吃吃喝喝的旅游计划要泡汤了，我的奶茶啊，这该死的疫情病毒,52
山顶洞人都知道要多加防范出门戴口罩勤洗手多通风，有的人都不知道,46
太累了，今年这个年，我在想为什么要过？,47
原本这个时候应该开开心心准备过年，这个冠状病毒搞的人一点过年的心情都没有了！,52
我的关注点可能有点歪，好想知道钟南山院士是怎么保养的，真年轻,53
云南这种山咔啦都有了。慌张,55
小武汉没火在军运会，反而火于肺炎,54
对于中国官员来说，瞒报疫情的做法，用囚徒困境理论分析，再恰当不过,46
看吧，佟湘玉从一开始就是跳了预言家的,57
爷吐了，一群煞笔！干啥啥不行，造谣第一,46
感觉我周围就我一个人在操心，我催促他们去买口罩结果一个人都不理我,52
戴口罩，炒鸡不舒服，我不要出门，我想宅家里,12
我想问冠状病毒会通过快递传播吗，俺是真滴不想再遭罪了,47
今天各位出门记得戴口罩，为人为己,50
每天的快乐都建立在沙雕网友的各种段子上,20
两年前还是一年前无意中买的口罩竟然是口罩级别的，人才啊我,34
嗓子难受，说话都哑了，应该与病毒没关系吧，我很慌,55
跑完最后一家药店，买到了最后三个纱布口罩，将就用吧,28
预防新型冠状病毒肺炎，建议，呼吁全民戴口罩，从我做起,8
还是留在家里看剧搓麻将吧，非自然死亡第一集就是讲中东呼吸综合征冠状病毒,1
真的要纠结疯了，疫情还在蔓延一切都还不确定,29
没有什么能阻止中国人回家过年，新型冠状病毒也不能,75
我只能说口罩飘了，早上下单25只，219，现在打开，已经涨价到419,46
这这这这这，传播途径是什么啊，这么可怕吗，已经有15个医务人员感染了,48
大佬们连夜召开紧急会议，吓得我赶紧退掉一波票，被窝比较香,49
看了陶勇医生和钟南山的新闻，心情复杂，总有些恶心人的祸水,46
刚看朋友圈发的大连也有冠状病毒肺炎了，到底真的假的啊，好害怕,49
想知道如果武汉封闭进出的话，有什么影响，能不能控制住冠状病毒,47
今天还有病人抢我们口罩，而且理直气壮，真是无语了,46
政府不应该给武汉市民免费发放口罩吗？,47
今天一看已经涨价到768了，发这种国难财也是够够的了,46
今早让我妈我爸出门戴口罩，他们说没看出来你这么怕死,35
昨天真的是大寒。两则消息剌痛我心,71
西医折腾了这么久，武汉的病毒性肺炎还是搞不定，建议换中医,2
我求您了，吃吃吃吃什么鬼野味？希望这次没事,46
买了很多口罩，平时叫嚣着人生不值得，真有事了怂成一狗,49
突然武汉肺炎就火爆了？口罩都涨好几倍了。事出蹊跷必有鬼,30
脱发少女炸着，没化妆出门，真的好想戴口罩啊,5
京东三级迟迟不发货，这时候发口罩比发红包开心，真是惜命,16
想问一下湛江病患是在哪里的？那吴川有没有必要戴口罩？,47
新型冠状病毒，要待在一线了，不能回家过年了,72
在京东发现一家口罩还可以发货，有需要的快去买吧！终于让我买到了,50
正在劝解我爸让我爸出门戴口罩，我已经不打算出门了,3
但是街上戴口罩的人还是少之又少,0
如果怀疑自己肺部开始有问题，该如何自检？,47
为了监测疫情，我下回了微博,21
因为疫情，取消了年后的普吉之行。看来我还是很惜命，毕竟这条命来之不易,16
网上口罩直接脱销，费老鼻子劲才抢着个口罩，春节还打算出去玩呢，现在有点纠结了,29
这病毒这么厉害吗？,47
出来玩耍啊，买什么口罩？,47
越来越惜命，昨天还带一次性的，今天就带口罩,16
武汉肺炎快点治好，澳洲环境变好，我再强壮点吧,51
不知道有没有用啊，反正平时也要带口罩，先备着吧,5
前有新型冠状病毒肆侵，后有人间恶魔暴力伤医,6
最近高峰期感冒，最好戴口罩出门,5
真的可怕！犹记17年前，希望不要再重来一次呢！,49
买了口罩，防患于未然吧。,28
过年真是新型肺炎传播好途径，我不想回老家,72
我爸妈对新型冠状病毒好像一点都认不得,57
平时的我：活着好丧好没意，最近的我：不行出门要戴口罩,16
请一些无良的水货媒体注意一下措词！怎么就成武汉肺炎了！还特么的打上引号,46
口罩都卖299一只了?,47
2020年第二个愿望，祖国的疫情能快速得到控制并攻克，大家都平安健康！,24
从没想到新型冠状病毒肺炎会离自己这么近，提前放假了,45
不愿意刷微博了，全是武汉肺炎的事！看得心慌慌的,11
觉得回家，住到小山村里挺好！,20
这场疫情导致大年初一去珠海计划泡汤,52
只求全国人民戴口罩，应该强制一下了，全民戴口罩,5
成都怕是我的坎儿，从来就没去成功过，提前一个多月的安排向冠状病毒低头,35
戴口罩是为了遮住双下巴吧,5
口罩都断货了，我怎么还在上班,6
过年干脆谁都别约我了，我武汉回来的,50
我出去玩了，疫情速速退去,44
新型的这个冠状病毒，突然觉得心好慌，希望全都平安度过,11
讲真所有人都在和我说这个情况有多严重然后今天出门发现我是唯一一个上街戴口罩的,54
居然广安也有了，我还天天出门打麻将,48
认为放烟花爆竹可以防疫情的脑残，请自己在家关起门放,46
作为一个成年人，不给别人添烦恼,50
其实封城会不会好点？，虽然很自私的想法，但是真的要等到疫情扩散了再封就为时已晚了,47
妈妈在火车站，我让她去买口罩，她回复我：没事，别人都没带，真是气到我想哭,15
大家最近尽量少出门，少去人多聚集的地方呀，出门要记得戴口罩,8
如果真的又是来自野味，当初吃的那个人应该被千刀万剐,46
钟南山院士：春运期间身体不适不要出行,50
国家有难，卖口罩的居然借机抬价，真是什么钱都赚,46
愉快的游戏时光，冲淡了一点疫情带来的压抑和焦虑，无论如何，希望大家平安健康,51
武汉人对这场疫情的认识严重不足，过于松懈,46
早上把家里的口罩都找出来了让家人出门带上，我妈:我活了大半辈子从不戴口罩,57
疫情的严重直接把年饭取消了！真的挺可怕的,49
今年还是不要出去拜年了吧,3
出门上班，默默给自己打气，不怕！不怕！你是能独当一面的大人了,31
啥都不想转发，只想默默的买个口罩，就这么难吗,28
哪来这么多人总爱吃野味啊，是鸡胸肉不好吃还是牛排不香,80
中午，坐着看武汉肺炎的消息，窗外来了阵风，吹的头疼，有感冒的趋向啊,48
万能的大熊老师，用新型冠状病毒肺炎的事，给某手机打广告，还真是营销鬼才,34
我要怎么跟家里人说他们才能知道严重性？,47
这种不知道可不可以啊？在药店买的，就只有这种，我看跟科室的差不多,47
想买口罩的可以去附近便利蜂看看，在便利蜂买了三包！一包三十,50
现在嘴上戴个口罩的口罩比背个路易威登还令人羡慕,54
我一定是电视剧看多了，昨天晚上看到钟南山，突然想到琅琊榜那种惊心冻魄的场面,4
不丧了，我想活着，我还是比较怕死的,63
听说你们都在找口罩？,47
全世界都怕，只有武汉人不怕,54
微博网友真是智商堪忧，键盘管控疫情,46
出门去超市，戴口罩的全部都是年轻人,0
所以打算去重庆成都过年的机酒都定好了这下可该怎么办，难不成真退票嘛,47
求科普协和医院挂号攻略，谢谢大家,17
退票了，希望疫情能得到控制,51
在开车前一小时把回武汉的高铁票退了，这是第一次没有跟老爸老妈一起过年,35
慌乱29岁，离职，跳槽，生病，人心惶惶的武汉肺炎，丧到不知道要交接什么了,37
伴随武汉肺炎，出现了各种怪论，大家怎么看？,47
熬最晚的夜，做最惜命的崽,16
口罩是一次性的吗？可循环使用吗？要是买医用外科口罩也是用一次就扔了换新的吗,47
生活还在继续，加油父老乡亲们,31
前两天浪的一批，现在就只敢在家，不然就戴口罩出门,49
疫情这么严重，看来春节只能去花村，鲁巴尼，漓江塔玩一下了,44
化了美美妆出门，我爹非让我戴口罩，一遮就到山里，不知道我为啥要化妆了,57
强烈怀疑突如其来的冠状病毒，与生化武器有关。太诡异了,30
由于疫情严重，请问可以退大年初一的电影票吗？,47
本人走在惜命的第一线，从埃博拉病毒到新型冠状病毒,16
蜗居日子开始了，同志们，出门戴口罩,50
今天的班车停的过分久了，并且车上有人咳嗽，有点怕，忘了戴口罩出门了,48
唉，觉家里和附近老一辈的人都没意识到疫情严重，应该在电视上多报道一哈,57
我之前买了盒刷油漆的口罩只用了一个，现在派上用场了。防护级别口罩,56
我感谢从小到大为我耐心检查治疗的医生护士们,9
能不出门就不出门，要出门也一定戴口罩，口罩或者医用外科口罩！,3
我想问一句，出去户外跑可以吗，不接触什么人，就自己跑,47
这年头，还是窝在被窝里既安全又舒适,1
